"x","y","Depth"
1907.98816503957,1803.27744153328,1024.05423292227
3270.84901032504,1595.65507422667,987.643504543024
1107.60654683691,173.832801170647,977.834220743297
2686.59080425277,216.22530487366,970.557427620076
3028.59001909383,3097.28024643846,1021.11623465625
762.365638278425,2088.74190424103,956.837982306948
140.03295742441,873.957045027055,1015.06512206621
1856.68477031868,629.248753888533,986.258204396617
1174.47778873611,1314.42595587578,1013.05585386498
1649.5833316585,3239.67369191814,962.074887480815
332.434614188969,2515.80254954752,971.19544655075
1848.96609839052,41.9042748399079,960.751655840428
1623.25393664651,456.86660904903,988.017579703169
1014.74249432795,2276.33042540401,969.235861441262
408.779282472096,2172.95381671283,976.642279100055
1335.70362103637,2356.52548482176,985.205183139698
1730.87864951231,1313.99007583968,995.491493509673
3431.58926221076,2499.27175336052,1025.77636970076
3024.19991814531,2736.33379582316,1031.60171285361
2877.72015528753,446.401424240321,981.07117835179
2635.09986025747,1705.58187726419,1044.65520097011
3401.8755647121,2866.75360938534,1031.71167641736
796.591997961514,2986.94609652739,949.500397463978
325.298621319234,2161.22366848867,983.170669687877
760.643716435879,2712.42636954412,968.47413724169
211.0702105565,238.219993887469,1026.70419342067
3114.70032157376,85.1204501232132,986.32371253436
1805.19044282846,544.188077212311,982.263678640832
3048.81035431754,153.503786656074,970.232430358555
1699.65435191989,768.852432840504,988.979266739081
2236.2481666496,449.517612461932,984.778766744724
1399.50037514791,2426.15333793219,991.605658360965
2200.25529910345,2200.85546118207,1037.68945755893
1759.77587024681,573.973585967906,982.087631616219
3111.65135260671,3203.86488910299,1018.74308728531
2572.93325150385,196.885067853145,983.128591245471
1992.5313006388,2965.85341612808,981.241014571169
3137.27276434656,3432.11178155616,991.979035158324
1221.18371876422,3175.39027763996,973.976584340918
2505.29714254662,1995.09689596016,1040.64995949228
2148.10807607137,10.158943478018,961.956762827146
760.876533808187,3350.88199039456,992.825870128944
21.3624798925593,930.546156363562,1021.75967867645
2217.94209093787,2571.60879333969,1043.86006861958
1824.01060848497,1649.4127829792,1009.89538460643
1414.27846474107,681.470148148946,972.738995622685
3443.75828525517,71.6875401558354,991.732862461048
989.57862041425,2364.52108912636,969.899964043728
3378.96634766366,395.243653445505,998.610447495784
2202.61763210874,1667.0131473802,1031.5224623023
2201.8712015124,1398.81177200004,1000.56796723994
1476.80856857914,3349.12390459795,960.079233789857
2348.28512393869,683.55182139203,984.24955393028
93.1689027929679,664.481392828748,1002.41059715135
