"x","y","Depth"
355.914463521913,1478.32402633503,1032.88073232871
2864.85814326443,3498.48285294138,1014.99175215219
242.597557487898,648.788111051545,1009.03500538844
2199.03726619668,1993.47350781318,1010.65584899603
3479.24065904226,1750.97558170091,979.593121814937
5.74691582005471,2416.32985102478,1044.28551832367
1146.93048549816,1029.36320006847,983.255864906228
1374.28240850568,2722.6572514046,1017.43506380626
133.797083399259,1364.76094089448,1028.11836550403
3002.10128852632,2228.17305021454,988.886702965905
847.684513428248,1823.63619771786,995.711953057964
3390.61931846663,1079.75892012473,983.494526867206
590.05103376694,1638.3880233625,1017.87667426578
1053.45998634584,1262.32446869835,985.188752441196
1765.27066680137,3174.91910804529,1019.86338783481
2849.24417722505,2482.13111970108,1006.69054803149
1840.70912317839,1321.13839907106,978.580845437064
1329.82333097607,3318.94453649875,1001.02960901064
3120.0186572969,1317.48635880649,999.465379850247
2865.0288899662,344.181546242908,970.684006434037
788.285468239337,2126.7131579807,1003.04269478396
73.9974689204246,3055.61169818975,1013.06943103069
2192.59782508016,2189.21432690695,1015.56000025578
543.682763818651,2540.31485621817,1024.99781887193
2180.70164520759,368.735147523694,959.874818866829
1743.14050679095,2062.9142386606,1039.16814637087
1610.7755699195,136.852758238092,948.418201147148
1710.32444271259,3225.91659473255,1030.20233147022
1677.64599283691,3171.75422178116,1027.2467723697
166.965638869442,2274.67391453683,1014.97929886082
2356.88202059828,883.830972248688,956.95592486726
1290.88810470421,1043.72363828588,956.175532787951
265.554987709038,1277.9430373339,1019.9933294573
422.295079915784,1129.89972496871,1030.11093580599
3140.79282304738,1787.49685303774,982.148498595403
723.215842852369,1601.51837999001,996.974068521095
45.5105963628739,41.9674855656922,985.599789800749
1898.92570290249,2447.06310424954,1034.91246421786
461.32044470869,2206.92152483389,1020.3849456149
773.557193926536,1000.03462447785,1005.75652126782
1977.28084516712,2017.53737346735,1016.83330460913
215.574203757569,2854.92590127978,1021.52410619825
2564.68416785356,1930.12769159395,981.899963011534
2300.92494643759,2949.6092008194,1033.70422175889
1641.8436212698,28.2242043176666,957.338801138551
2467.97975571826,1189.87959448714,958.142776393648
2848.30772329587,1587.53174706362,986.364550564347
893.943420378491,312.216516700573,982.684214011779
871.790070552379,2320.90640382376,1010.95174844023
2733.50972495973,1738.64495195448,975.162562679834
1784.50284793507,3100.69319128525,1010.82134830689
2066.05093076359,2712.98907033633,1026.43802316926
1599.30225927383,1413.20975054987,987.956374500404
2435.13009464368,2833.39984342456,1017.51946684768
1260.2882029023,3191.56789872795,1000.78784016974
2362.28679353371,65.6893427949399,977.215778862521
1848.18847803399,2936.7352129193,1015.15681576324
1428.09921351727,2572.56359735038,1036.20989900757
2474.61427096277,2205.12204582337,997.619716518302
1992.24653048441,2019.24769429024,1017.60292907367
3294.77289854549,1786.48407000583,979.791697779709
2943.97165940609,700.846324209124,979.734477815356
2504.28780086804,678.756426321343,969.726093446727
3349.81332346797,3259.18114383239,1024.8821435762
2478.11087581795,2800.67984061316,1019.1836680397
1220.32455063891,3481.72956181224,977.393050379359
2354.72773667425,1881.61382707767,993.844340874874
2799.36069075484,2708.73907068744,1001.21300400153
706.145277363248,3062.03214463312,1021.05952306694
2600.85489379708,379.962775041349,964.090769321854
1386.74170640297,2225.9354746202,1019.95968971923
211.087955161929,2387.91771035176,1031.62231239026
624.180965474807,265.899754595011,984.317812604192
1867.74379271083,2676.10863025766,1023.56136181386
2430.86547555868,1672.47657978442,995.825738320369
2119.03722060379,38.7537399074063,973.254583168235
227.729268255644,677.980888867751,1008.56563079419
2483.7149400264,1535.83042172249,995.301564399907
2911.81336727459,1225.67656810861,1001.92263206965
2686.6462668404,1975.10209772736,979.428051392011
2399.54697468784,2603.90418139286,1028.9697035947
2394.86337511335,1312.01049499214,980.859183634285
694.400670239702,1189.23874897882,1000.15953900699
375.536960782483,313.38138342835,1000.27985965047
3415.0032348698,1032.41066145711,976.630257872929
926.985745085403,232.93011309579,986.132833680171
2063.21910605766,3482.08998877089,1025.64726442117
673.756206757389,3206.01024897769,1007.41295182178
2787.80511603691,3000.59884320945,1021.6743170443
564.559722784907,3093.5779614374,1010.65074057847
702.219160972163,2635.30534564052,1042.55248059146
1155.13344539795,3182.11626948323,1004.95377911172
2203.04780942388,494.83857746236,954.433011869994
1808.03691712208,965.060876682401,961.416939418487
3085.29624075163,1578.32265133038,985.507543566743
2136.53632462956,42.470648419112,973.118308749142
1104.24958693329,2911.36054042727,1010.91248180825
2485.08378618862,1664.5634555025,995.325834129864
1921.72911646776,1801.49778106716,996.990839677641
1529.51938309707,2600.29838548508,1019.3618831041
801.604089094326,1194.76922543254,994.762669161727
3473.65080518648,2539.26603961736,990.823845801813
1565.4061040841,403.923799400218,936.137261252832
645.024829427712,2505.34871965647,1025.44884873827
2823.8397060195,1392.85322232172,1004.14579514559
2487.74014017545,990.423453506082,953.433583681379
2939.55061398447,1099.41132611129,984.981000549862
3159.49889516924,1020.11516154744,988.817013710651
