"x","y","Depth"
2457.03412441071,410.629623103887,1007.06615813474
328.174856840633,2487.72301571444,1001.57877719024
907.200977788307,3043.75395341776,996.357135937362
466.893275966868,1709.53648199793,1030.91926395349
3324.86173370853,2071.57249294687,1017.82971299668
1086.18723449763,3352.7162366081,1021.40945834453
2199.12813487463,1937.09860707168,989.997996812136
2677.9212577967,2403.48647756036,1008.80063152958
636.51176309213,265.383546706289,1045.88556200571
1363.13572165091,1628.01275704987,1028.43027316897
2604.07522309106,1599.04037904926,972.490104295595
1157.12435508613,2442.4866886111,985.878756024348
2017.70103129093,1858.64439164288,989.809908164564
1268.16793961916,181.110719102435,998.146734740744
3344.85367324669,737.358665792271,998.944140150991
2281.6982838558,2679.35205239337,989.659696041169
1366.06201773975,703.631679643877,1012.19322215761
737.39982675761,1109.39426673576,1024.44927744641
1570.8346022293,2125.19155908376,1008.34099199051
2897.29698677547,3327.90894247591,1025.31816968956
196.846332051791,304.226204403676,989.959817637882
2469.44435755722,1183.8461686857,998.883277393015
356.645455700345,2391.19822217617,1003.37403390602
3113.81343926769,2351.35055892169,1002.65912792389
1905.09414905682,3096.62828966975,1024.74552401751
3352.97546023503,3321.69217639603,1028.29755856941
2132.91134336032,396.811984828673,997.721832687976
2229.79937528726,1880.93094783835,982.920396241595
1010.70757233538,2397.70304167178,996.936907848987
1218.25554023962,572.191129554994,1043.21059696614
766.155320452526,2411.19465755764,989.886434194736
2653.33637630101,1148.53727479931,990.189647018544
2179.0722894948,1805.09322602302,984.934460471275
755.292535875924,1932.11886286736,1019.70338760935
1596.38432902284,1235.94289436005,1011.98418137872
2717.74207230192,1116.60896986723,994.345283510609
492.166406940669,2222.64566225931,1006.42737828768
2810.75574830174,459.770342800766,981.002287429204
3137.09425972775,2052.40869557019,1007.12518585038
2885.78883640002,3186.19743257295,1030.55185637513
634.834063006565,3128.48662340548,998.043024544582
3017.70317519549,2908.34602166433,1011.65291295043
2880.45520160813,3183.63773555029,1028.61744053073
1957.75380614214,2028.00604852382,990.130139419284
1598.73885358684,1338.45949638635,1028.87834231921
133.095575380139,845.154219074175,1013.98467005562
3028.49178609904,2096.71587927733,988.738271398227
3106.48859979119,2595.26413620915,1007.73095860595
1173.58991468791,2896.87952527311,1005.12624169485
708.681313553825,411.398744792677,1040.43120725199
1440.49038516823,2321.22700463515,988.080943587919
413.529265206307,2752.57156358566,983.043977253255
39.824700797908,2555.63695263118,1017.42563444748
1935.09365571663,1117.35614936333,1003.75999116948
1636.46128843538,2530.21747327875,1012.88373204135
1997.44598590769,2148.38888577651,1000.6738756463
3183.24526399374,2383.05040053092,1010.83444613745
3491.25525716227,1023.30465067644,1004.60026934427
1700.77984966338,1497.60205007624,1005.31604634546
1078.61640141346,474.768463056535,1026.80982099434
802.324042539112,3186.73611967824,1009.06154934991
2158.72374898754,251.057853689417,985.755707594151
1810.79372065142,1547.58813418448,1006.00122913071
1367.60482948739,2106.84651858173,1011.34897731296
2226.35044332128,2486.14464956336,984.761676291958
1047.31780302245,177.804773207754,1017.73658666816
1350.97603336908,1827.10105378646,1018.24186085584
2901.15501277614,2332.86534540821,980.885493064567
1284.85573257785,3163.46100275405,991.343440654631
2122.80416931026,79.9278032500297,994.639243769868
317.661026143469,2954.00858356152,991.107927991681
1125.7915077731,2551.3573938515,979.802908730701
2009.1510284692,409.944670740515,1018.1595613194
1317.55473848898,3258.35072319023,1003.2342792465
1266.0387866199,239.515398163348,991.616043530401
1183.99888719432,2547.54127282649,974.854995365597
767.118350951932,2196.62449124735,1000.59767619644
3261.01232517976,1375.00017229468,997.864734699277
1225.86940531619,2152.61110116262,1005.06095163125
1590.07627621759,570.338028017431,1011.8820090108
1410.93239118345,2228.50768046919,997.396492235863
1542.06046753097,1108.16702211741,1010.79841565496
1395.37755970377,2818.53279448114,1005.89464004051
2683.52114642039,1798.39665151667,991.441121730899
2462.46516914107,2940.59328781441,1000.61964882932
3453.12401838601,2719.50245939661,1015.73659534302
875.026828376576,526.145426789299,1021.4716665818
1517.17471168377,1240.25394849014,989.370523628834
2097.44197223336,3386.454245192,1005.04272152621
45.3097502468154,179.467805777676,1015.35759461433
2022.91929395869,1576.86948182527,1008.12811309663
606.370930327103,3469.84650602099,986.059862120676
731.737678404897,3445.21943596192,989.427520463084
2196.25506119337,3488.93098358531,1010.04223783553
2375.47474727035,3340.80809389707,1007.90112266352
473.304997198284,2412.32864093035,1002.9714937311
786.446589278057,2295.48928851727,1001.37546962663
782.316121039912,2859.47476571891,1002.62966898962
3306.11368978862,2027.09596988279,1019.36341823975
3472.31448523235,2546.8522059964,1010.88083618098
1006.83755904902,2755.14991465025,1000.13666731708
342.158957035281,3373.65771259647,987.473884232471
3361.03519122116,823.070477810688,1001.46341673433
682.591110933572,2421.05292226188,1000.27676913669
1259.26838559099,2698.05225392338,990.670759461347
1218.41363469139,672.695895074867,1026.23864267116
3238.0539488513,2791.48820100818,1024.65115767884
2262.56913633551,2292.50064957887,998.88927474971
3216.85540140606,2819.292575703,1022.0372495259
2420.25038367137,2493.13064001035,994.390113395646
3388.86036642361,3150.68124746904,1031.79669993992
1298.6248251982,3447.98890396487,1013.8771406519
1355.95119697973,3003.55941837188,1006.43409698117
312.05038074404,2291.31439968478,1011.55817266184
