"species","lower","upper"
"Gallinago hardwickii",8.47605103491206,9.20522664631998
"Halicampus spinirostris",9.40726202824875,10.2967246039952
"Diomedea gibsoni",10.2044270086158,10.4733120220208
"Thalassoica antarctica",9.40278542007006,10.3482993488753
"Apus pacificus",10.3971298017894,10.8256089581195
"Anseranas semipalmata",6.6608740647832,6.98210703420346
"Podargus papuensis",8.55647405342225,8.65613375880176
"Larus crassirostris",6.74887770356839,7.62548328711424
"Myiagra cyanoleuca",19.1229057309141,20.1708274791588
"Festucalex gibbsi",8.71458045423615,10.1004572511837
"Micrognathus micronotopterus",11.7493642044016,11.8921654537803
"Numenius madagascariensis",6.77580193190976,7.25072627546929
"Doryrhamphus paulus",5.13593529699464,5.85904103417102
"Micrognathus andersonii",19.2075242729634,20.2844146925112
"Pterodroma leucoptera",14.6623178625861,14.9039726027846
"Corythoichthys ocellatus",6.98032613734966,7.35733359613671
"Pugnaso curtirostris",9.18364345333029,9.97100322176916
"Choeroichthys sculptus",16.0620316333379,16.8482850190082
"Aptenodytes patagonicus",13.1914399924825,13.3314925963866
"Calidris canutus",8.0247283829709,8.41021096289988
"Eretmochelys imbricata",7.1333510680471,7.3079604100465
"Procellaria aequinoctialis",9.54329664060491,9.92367757927064
"Thalassarche eremita",17.356975267852,18.6280097536
"Chrysococcyx lucidus",16.2896275906303,16.4731248920787
"Charadrius ruficapillus",7.38009869710692,7.93087007468093
"Mirounga leonina",13.2495774507504,13.9926236828518
"Hydrurga leptonyx",7.83453473134725,8.45734872400321
"Hippocampus kuda",15.9127467936047,16.3868885554142
"Procelsterna cerulea",14.289013174441,15.2258051086847
"Chrysococcyx basalis",19.3343636418183,20.4945228663939
"Procellaria westlandica",18.8229292130128,19.1979663148658
"Fregata minor",13.4967333099616,14.9153488214737
"Monarcha trivirgatus",11.2446229326431,11.7024092796961
"Eudynamys taitensis",10.0196956448982,10.4828983604646
"Eudynamys scolopacea",19.3708602495373,19.579367225131
