"x","y"
70.263148653321,43.0870536854491
24.358014841564,81.7986590531655
3.66879309061915,2.64418912120163
65.6279459735379,20.6090971059166
8.61898098606616,69.6348099480383
34.6860910300165,42.9721281956881
29.1798334708437,33.5033754911274
72.5058381375857,87.6704252162017
68.1164427939802,81.5675628790632
11.5566720650531,6.04981987271458
88.8213863759302,61.4574339729734
88.5300980997272,45.3423193562776
58.1190547300503,27.288789593149
62.10163570242,88.0601361463778
43.3917612838559,23.9286676933989
82.1696806023829,51.1738259810954
59.7986568021588,84.4475672277622
31.3730692863464,79.5956323156133
43.0639511905611,48.2846235833131
64.3242045328952,41.0242533590645
66.9930127286352,29.8835969832726
39.6475146361627,20.1996831293218
27.8739493014291,63.1840629852377
70.6651915423572,4.25571882398799
32.072806195356,5.22549793822691
61.4907958963886,59.110974369105
5.37297366885468,30.591893743258
79.4479663367383,82.1568129980005
4.57124567823485,56.1870411364362
70.161081107799,46.4356025238521
3.32895827712491,84.5099659706466
54.8283443972468,44.5730170723982
26.2847789330408,12.8637177986093
7.85826954524964,1.2811028631404
42.7934832056053,37.0204121503048
83.9792898693122,69.2432634020224
35.0906597846188,3.65617968840525
26.6306178085506,71.5162384626456
26.9942026399076,57.7345297881402
65.9045550436713,89.6417504386045
48.8584215799347,61.1529698059894
80.5209321482107,72.2925115772523
64.0246273507364,7.94067637296394
73.8391719502397,84.5957821165211
35.8180930372328,66.5032766084187
13.1647195061669,57.6738014537841
26.6883378359489,1.72544106608257
47.2622365853749,15.7735397201031
63.8775310688652,44.8812405439094
46.8242902960628,38.0995399178937
87.3126489389688,51.7887231940404
50.5763882934116,22.8504104493186
2.09449963644147,34.4000099692494
22.1277226530947,4.20530511299148
54.8804277833551,52.6199119817466
76.7922507366166,71.9134693429805
21.2240270501934,45.35289515974
19.7930616256781,62.2624704265036
83.2894092402421,75.38983480772
41.6543934191577,66.1890056775883
85.1443396881223,35.1280201901682
51.7403206159361,51.0069782892242
20.8379274629988,21.2415967765264
19.0118405479006,37.278586125467
39.8648163978942,14.4352100626566
11.4807259035297,67.4817414907739
86.3105392735451,12.985793009866
5.61603972455487,9.90948949707672
53.2813432789408,6.50773868663236
4.37173716723919,38.8178328727372
78.8161063101143,1.81682000868022
55.1290984405205,71.7828917806037
15.8436634554528,73.0557686439715
2.33523015864193,8.05463102879003
49.2891007801518,76.4286144822836
52.0882637053728,19.0450081159361
76.3021140033379,30.4304396803491
28.5740033816546,68.0144522991031
77.0375564787537,79.1836731950752
55.6530401017517,15.0833856943063
57.928373767063,48.2306252256967
16.9025988620706,83.977964585647
81.7815492418595,8.45003498950973
75.0988326896913,59.1130478843115
82.0458011236042,43.6237391084433
78.8886046176776,49.414458218962
2.40740794222802,81.4293448138051
43.596591737587,12.5460932892747
59.0252242935821,44.7548432671465
73.0362000013702,12.1861564926803
31.6578683978878,57.2420650022104
8.88479330576956,88.9428932731971
26.4166772109456,8.24975572060794
89.7415140504017,36.0481802606955
47.7345308032818,72.037483623717
44.8716245731339,79.6808913163841
5.44767379760742,21.7475989856757
63.433875173796,31.1241622595116
0.22731909994036,3.10742034344003
71.4923492004164,31.3441461673938
