"x","y"
26.3335980648768,31.0160496070864
20.1130820875266,35.762688929601
21.6678277270177,32.4197614283275
28.0525412384722,37.59970802619
26.9211004180261,38.2358745796607
24.3546648957245,39.8854951510891
17.7014149892064,39.6053994270682
20.3377853752238,40.41919599061
17.6847144534285,40.988350873506
48.4292571169414,85.0531779603388
42.105509245975,87.9180728220583
87.4922184375232,83.4910530171878
85.2946678910936,84.3959667253998
83.6093131780881,89.951065670904
84.039132664959,83.7758756619637
11.249993735467,11.3874542863868
14.555291609976,15.5625911220297
14.0175086234442,14.5922599660538
11.407196118389,14.7709188546584
11.660173395786,68.8484934045999
9.5186703861721,72.7070596305201
9.85872760300158,73.4290420227086
9.53068361171012,72.8077633234625
28.5102148856177,68.5620411955112
28.6212985588532,70.7046998848939
29.0520760294564,71.3385207719289
76.4216776226362,45.738276687223
79.7300596947151,47.6192251094719
77.5960474034143,46.6354294079052
87.3006873107037,80.2263404994791
0.476650160780146,56.3943001864646
21.7698430612704,0.515565266925101
23.922696361898,4.11365559692718
63.9266224064285,39.0939570623522
63.4068678189754,38.1899776288708
65.1426983368641,37.9529776762572
63.5670348793504,31.5937708615259
17.5579961422105,35.3636603002849
23.9258941233893,36.5200423196496
19.7880966549001,52.4225702871866
17.3039898301485,46.9860129064818
73.2677706423302,42.0867557889761
75.6045946625059,45.6053243255261
53.3322025127454,83.530457553962
47.8082944508939,86.8748445839674
50.9913526334646,61.6323323972865
46.2943921037699,67.8507752532398
50.7333953835659,62.9381869639226
49.4473167739517,62.5924849589709
48.6697949168206,65.1669370398009
45.9258599168984,41.2350994160553
51.8751569246224,42.5581580600929
70.1959840634212,89.9081486230941
67.6395042986589,87.9781725198917
24.205320205635,69.8265320702192
24.0605216940266,69.4439666787058
23.4469692351206,61.4760461057364
20.8130948265458,65.2301991813855
22.3537041819805,65.8749746200719
59.2501591210675,18.7940737022414
58.7465228827587,15.244534676262
59.4072714136227,18.7720635451909
78.0393966393575,77.5564174679027
75.0599212438976,78.6408897946024
79.9815264935301,77.962886996131
74.3645296111448,84.45284963143
74.0213100341871,78.6033342500053
76.3891655032757,80.1095661549931
46.5301586975338,26.0142033850459
44.636869812851,25.6059180954167
48.2156512865835,78.4131239491251
41.5645160721787,80.3208767993763
13.3770139631481,44.9368789815203
80.7301527510487,59.8688065423869
24.4511130250804,89.8937594326355
24.7027685982005,87.8760495514943
