"x","y"
86.9832797393179,71.2653773291243
46.383405023745,83.8613242765061
43.526619833269,87.6996572115538
48.7934389528911,82.6153114035789
43.2038205718477,78.6094417981713
74.4708475122465,17.0077647820313
73.6051166034652,14.0506205555713
77.839660779267,19.5902939872303
71.2713293130872,21.9714871767708
13.3410470742366,78.5919266625415
15.3737909263578,79.3567683005077
11.5759305245272,77.5825654534989
55.4771735424049,36.8028362733359
62.3011197824402,36.1778597898952
61.0878774746003,41.1925911948357
58.5761372296347,35.6315230359593
17.4331827074433,49.7121734519872
17.8209098925507,49.2319435559409
19.6368116975647,48.8616688437819
20.187701040175,15.0132467295925
18.5336612417401,8.59044883947969
2.79441563930203,11.7667235446001
0.289427592884909,18.0570782923288
49.8525030944852,59.3154732325938
65.2203514779379,16.8770384053629
63.5748634631028,16.7350335997937
33.6899934367503,59.0816393681229
35.4999320161456,62.0806936321093
40.452571689001,63.8841108126468
60.6144124698391,76.3986272896352
60.5382758658377,75.371520865975
87.210774089695,34.0737015032476
69.7657375920684,81.505505739168
67.3358460206988,78.5939241609265
68.4020605173762,78.8188245966629
18.7563448489695,79.7953497814152
19.2560326469543,78.705139281943
70.0439228717567,4.71898180260642
68.6563486555553,7.35095617184158
73.3118581554208,6.8769831517237
21.6829051763766,79.8799710328541
22.6126587598447,75.6898958767778
48.4646643121965,12.4994728496946
53.6456215554918,8.30003115491024
52.5410924680144,6.69336264554564
51.3877848282986,10.2587492092573
51.686671888667,7.59768591174564
46.4614040094688,9.8476934821425
8.39263295912212,62.5657571269193
7.67431291793411,63.5232446319579
80.1517934236502,13.7151002212619
78.6421712566368,19.7252809467202
22.9165978364396,63.0002085151394
25.4623569685362,64.8662264391955
23.8950125580844,67.3167728709136
65.6473109967944,71.2721052665842
65.9826061808365,76.7659436935055
47.9299518785019,56.152123011708
17.1379498869076,14.4808221805253
16.2731971124033,12.1929874431849
43.5703694415369,62.0696362832364
43.8831279185636,69.1539065783832
20.4142773238283,89.3181498208744
66.3384498973683,85.6763289127185
67.5755336009649,79.6046306537318
63.9310420584085,79.8902180740724
64.9556939946709,82.0550280177083
22.2772987654523,33.7605244448003
21.0675091665196,33.5381721413789
23.809304290209,25.8699161169861
26.8335955631295,26.9577772044883
22.4006414990099,33.907569137884
24.8783978968937,29.8028920054744
74.2957564128767,1.33926688836552
72.8821927775767,9.81376943924876
80.3683895828384,0.672032535734832
20.6955453931162,58.4482212691614
26.065855221798,54.5277286033627
28.9573617086472,57.1564933785043
41.7953559781656,16.0560517806566
37.0841819114048,16.4179025477277
38.067898105522,21.4674009756337
37.7795522711962,23.3404279788042
31.5794322342367,81.9963953764222
80.3023915338052,58.9198079250887
75.6628830965875,59.7739471506024
75.2921817134176,55.2267735053911
82.5710215402816,57.1703395500383
